tipo	subtipo	razon_social	descripcion	path	precio_total
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	285240
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	ADV COMUNICACION SRL	SERVICIO DE PRODUCCION Y ORGANIZACION DE ACTIVIDADES RECREATIVAS Y DEPORTIVAS - TOCA LA PLAZA	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_ADV COMUNICACION SRL_SERVICIO DE PRODUCCION Y ORGANIZACION DE ACTIVIDADES RECREATIVAS Y DEPORTIVAS - TOCA LA PLAZA	150000
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	ADV COMUNICACION SRL	SERVICIO DE PRODUCCION Y ORGANIZACION DE ACTIVIDADES RECREATIVAS Y DEPORTIVAS - TOCA LA PLAZA	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_ADV COMUNICACION SRL_SERVICIO DE PRODUCCION Y ORGANIZACION DE ACTIVIDADES RECREATIVAS Y DEPORTIVAS - TOCA LA PLAZA	150000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JULIO FRANCISCO ANTONIO AURELIO S. A.	SERVICIO DE REALIZACION DE ESTUDIOS DE OPINION PUBLICA, EN SU MODALIDAD CUANTITATIVA Y CUALITATIVA,	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JULIO FRANCISCO ANTONIO AURELIO S. A._SERVICIO DE REALIZACION DE ESTUDIOS DE OPINION PUBLICA, EN SU MODALIDAD CUANTITATIVA Y CUALITATIVA,	162000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	11868
CONVOCATORIA ABIERTA	LICITACION PUBLICA	OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DEPORTIVOS Y DIDACTICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DEPORTIVOS Y DIDACTICOS	32000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	8294
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2190.6
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	16200
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	12960
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3792
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1422
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	158
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	8370
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	31821.84
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	158
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1248
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3163.02
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3636.22
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1440
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3444.84
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3871
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	5225
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	5130
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2679.32
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1106
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	869
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1488
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	55000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1148.28
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1056
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	5135
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4675
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1422
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	6875
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2566.94
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	10260
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1422
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2949.7
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1397.07
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	661.77
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3744.46
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1801.42
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	17773.16
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1185
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2370
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1617.66
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2500.02
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1580
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	920.65
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1659
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	7277.76
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4717.22
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	666
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2339
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	666
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3575
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1807.44
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3850
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	13500
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4210.36
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1817
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1343
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4050
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1104
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1152
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	288
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3240
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	9180
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4210.36
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2058.84
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	3382.38
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	869
